,P1,P2,P3,P4,mean,variance,ei,pi,ucb
238,2,3,5,1,-8.519741546684876e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
239,2,3,5,2,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
240,2,3,5,3,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
241,2,3,5,4,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
242,2,3,5,5,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
243,2,3,5,6,-1.4231515550019705e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
244,2,3,5,7,-4.665330063632873e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
245,2,4,1,1,-1.8373421703172975e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
246,2,4,1,2,-8.289282378314834e-21,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
247,2,4,1,3,8.293069441999349e-14,1.4319765095200456,0.024775453791463703,0.04960986528649993,5.983261045450226
248,2,4,1,4,8.092548259891255e-08,1.4319765095200432,0.024775457806162138,0.04960987221775553,5.98326112637562
249,2,4,1,5,3.202325614480113e-08,1.4319765095200407,0.024775455380128875,0.04960986802928249,5.983261077473389
250,2,4,1,6,3.2816678098437135e-14,1.4319765095200456,0.024775453791461274,0.04960986528649564,5.983261045450177
251,2,4,1,7,1.8891191871094523e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
252,2,4,2,1,-8.289282379138394e-21,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
253,2,4,2,2,-4.9319893665859205e-15,1.4319765095200456,0.02477545379145936,0.04960986528649242,5.9832610454501385
254,2,4,2,3,1.310937939247603e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
255,2,4,2,4,8.29307495755873e-14,1.4319765095200456,0.024775453791463703,0.04960986528649993,5.983261045450226
256,2,4,2,5,3.2816817481471564e-14,1.4319765095200456,0.024775453791461274,0.04960986528649564,5.983261045450177
257,2,4,2,6,7.404676729553687e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
258,2,4,2,7,1.1239954578366007e-14,1.4319765095200456,0.024775453791460192,0.0496098652864938,5.983261045450155
259,2,4,3,1,-1.8373421703172975e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
260,2,4,3,2,-8.289282379990365e-21,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
261,2,4,3,3,-3.3797817601151704e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
262,2,4,3,4,-2.841116567811718e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
263,2,4,3,5,3.2589503252348914e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
264,2,4,3,6,4.187237828634261e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
265,2,4,3,7,1.889101685760663e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
266,2,4,4,1,-8.51971555742193e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
267,2,4,4,2,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
268,2,4,4,3,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
269,2,4,4,4,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
270,2,4,4,5,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
271,2,4,4,6,-1.4231504021366575e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
272,2,4,4,7,-4.665326658662918e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
273,2,4,5,1,-3.1960475431085633e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
274,2,4,5,2,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
275,2,4,5,3,-0.4425631614932915,1.3646424384781422,0.008258059055477586,0.019335018803618986,5.398332400143944
276,2,4,5,4,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
277,2,4,5,5,-3.1960475431085633e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
278,2,4,5,6,-1.979168920107001e-52,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
279,2,4,5,7,-1.7742658495041746e-47,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
280,3,1,1,1,-1.278870694242661e-52,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
281,3,1,1,2,-7.352498827814803e-54,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
282,3,1,1,3,6.0420388617662785e-53,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
283,3,1,1,4,1.6998074066530745e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
284,3,1,1,5,1.7116508136713228e-14,1.4319765095200456,0.02477545379146051,0.04960986528649428,5.983261045450161
285,3,1,1,6,1.6702632217653923e-08,1.4319765095200432,0.02477545462007491,0.04960986671707206,5.98326106215277
286,3,1,1,7,1.7116508136713228e-14,1.4319765095200456,0.02477545379146051,0.04960986528649428,5.983261045450161
287,3,1,2,1,-3.1960475431085633e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
288,3,1,2,2,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
289,3,1,2,3,-3.2401266124600914e-47,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
290,3,1,2,4,5.185243955282104e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
291,3,1,2,5,2.8768020111984184e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
292,3,1,2,6,1.7116508136538215e-14,1.4319765095200456,0.02477545379146051,0.04960986528649428,5.983261045450161
293,3,1,2,7,-5.0190499213623186e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
294,3,1,3,1,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
295,3,1,3,2,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
296,3,1,3,3,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
297,3,1,3,4,2.5514896834311463e-53,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
298,3,1,3,5,-9.046392787304718e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
299,3,1,3,6,-7.89585193254374e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
300,3,1,3,7,-4.6979045941940986e-14,1.4319765095200456,0.02477545379145732,0.04960986528648878,5.983261045450097
301,3,1,4,1,-0.4425631614932915,1.3646424384781422,0.008258059055477586,0.019335018803618986,5.398332400143944
302,3,1,4,2,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
303,3,1,4,3,-3.1960475431085633e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
304,3,1,4,4,-1.2788703864997366e-52,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
305,3,1,4,5,-4.8185704061504084e-42,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
306,3,1,4,6,-1.7501372329631147e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
307,3,1,4,7,-7.895851932560737e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
308,3,1,5,1,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
309,3,1,5,2,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
310,3,1,5,3,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
311,3,1,5,4,-5.35319639874844e-58,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
312,3,1,5,5,-2.9313666192977478e-58,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
313,3,1,5,6,-4.8185704061504084e-42,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
314,3,1,5,7,-1.4231573523172995e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
315,3,2,1,1,-5.058667652520992e-43,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
316,3,2,1,2,-1.494069704455454e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
317,3,2,1,3,-1.042332858273876e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
318,3,2,1,4,2.968686335014099e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
319,3,2,1,5,1.6702649880821033e-08,1.4319765095200432,0.024775454620075757,0.04960986671707359,5.9832610621527875
320,3,2,1,6,0.08829683001935398,1.3646424384781422,0.02631404715105931,0.053345407859867806,5.929192391656589
321,3,2,1,7,1.6702632217653923e-08,1.4319765095200432,0.02477545462007491,0.04960986671707206,5.98326106215277
322,3,2,2,1,-8.519717051486575e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
323,3,2,2,2,-4.8980695972019075e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
324,3,2,2,3,-1.4940732336013223e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
325,3,2,2,4,6.580177533481789e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
326,3,2,2,5,1.7116537823512812e-14,1.4319765095200456,0.02477545379146051,0.04960986528649428,5.983261045450161
327,3,2,2,6,1.6702632217574964e-08,1.4319765095200432,0.02477545462007491,0.04960986671707206,5.98326106215277
328,3,2,2,7,-2.986253780522776e-14,1.4319765095200456,0.024775453791458152,0.04960986528649031,5.983261045450114
329,3,2,3,1,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
330,3,2,3,2,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
331,3,2,3,3,-2.5989273063838168e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
332,3,2,3,4,1.811691069966833e-42,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
333,3,2,3,5,-2.965553100235352e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
334,3,2,3,6,-4.697904594187722e-14,1.4319765095200456,0.02477545379145732,0.04960986528648878,5.983261045450097
335,3,2,3,7,-4.584309603554356e-08,1.4319765095200432,0.024775451517189823,0.04960986136003451,5.983260999607041
336,3,2,4,1,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
337,3,2,4,2,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
338,3,2,4,3,-8.519741546684876e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
339,3,2,4,4,-8.799527155821168e-42,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
340,3,2,4,5,-1.4231573523172995e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
341,3,2,4,6,-7.895851932560737e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
342,3,2,4,7,-4.6979045941940986e-14,1.4319765095200456,0.02477545379145732,0.04960986528648878,5.983261045450097
343,3,2,5,1,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
344,3,2,5,2,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
345,3,2,5,3,-8.519741546684876e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
346,3,2,5,4,-2.5989268005170517e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
347,3,2,5,5,-1.979172446890923e-52,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
348,3,2,5,6,-1.4231573523172995e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
349,3,2,5,7,-4.665347185914461e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
350,3,3,1,1,-1.4940697044554536e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
351,3,3,1,2,-4.8978097045218566e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
352,3,3,1,3,1.1631806055105465e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
353,3,3,1,4,3.281667809831664e-14,1.4319765095200456,0.024775453791461274,0.04960986528649564,5.983261045450177
354,3,3,1,5,3.202319033061485e-08,1.4319765095200407,0.024775455380125613,0.04960986802927686,5.9832610774733235
355,3,3,1,6,1.6702665034332022e-08,1.4319765095200432,0.024775454620076492,0.04960986671707491,5.983261062152803
356,3,3,1,7,1.7116508136713228e-14,1.4319765095200456,0.02477545379146051,0.04960986528649428,5.983261045450161
357,3,3,2,1,-4.8978097045218593e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
358,3,3,2,2,-1.8373421703172975e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
359,3,3,2,3,-4.897774221737369e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
360,3,3,2,4,5.515557542455866e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
361,3,3,2,5,3.281670686641538e-14,1.4319765095200456,0.024775453791461274,0.04960986528649564,5.983261045450177
362,3,3,2,6,1.7116563292113638e-14,1.4319765095200456,0.02477545379146051,0.04960986528649428,5.983261045450161
363,3,3,2,7,-5.019045734077837e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
364,3,3,3,1,-8.519717051486575e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
365,3,3,3,2,-4.8980695980818606e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
366,3,3,3,3,-2.748333770962597e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
367,3,3,3,4,9.941215787633084e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
368,3,3,3,5,3.2589161562735043e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
369,3,3,3,6,-7.895851932543738e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
370,3,3,3,7,-4.6979045941940986e-14,1.4319765095200456,0.02477545379145732,0.04960986528648878,5.983261045450097
371,3,3,4,1,-3.1960475431085633e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
372,3,3,4,2,-3.1960560628241206e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
373,3,3,4,3,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
374,3,3,4,4,-3.1960475431085633e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
375,3,3,4,5,-1.3618097561971577e-41,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
376,3,3,4,6,-1.7501372329631147e-25,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
377,3,3,4,7,-7.895851932560737e-20,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
378,3,3,5,1,-8.519741546684876e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
379,3,3,5,2,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
380,3,3,5,3,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
381,3,3,5,4,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
382,3,3,5,5,-2.5989268005170517e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
383,3,3,5,6,-4.8185704061504084e-42,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
384,3,3,5,7,-1.4231573523172995e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
385,3,4,1,1,-5.058667652520986e-43,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
386,3,4,1,2,-1.4940697041422463e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
387,3,4,1,3,5.645306361772112e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
388,3,4,1,4,1.4787100197933851e-08,1.4319765095200432,0.024775454525045607,0.0496098665530069,5.983261060237238
389,3,4,1,5,0.07817055752887725,1.3646424384781422,0.025778600580806166,0.052410709303034195,5.9190661191661125
390,3,4,1,6,1.4787100197933851e-08,1.4319765095200432,0.024775454525045607,0.0496098665530069,5.983261060237238
391,3,4,1,7,5.645241003753918e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
392,3,4,2,1,-1.4940697044554536e-37,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
393,3,4,2,2,-4.897809704521856e-32,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
394,3,4,2,3,1.5048730444925642e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
395,3,4,2,4,1.5153510989088324e-14,1.4319765095200456,0.024775453791460386,0.049609865286494116,5.983261045450159
396,3,4,2,5,1.4787100197933851e-08,1.4319765095200432,0.024775454525045607,0.0496098665530069,5.983261060237238
397,3,4,2,6,1.5153510989088324e-14,1.4319765095200456,0.024775453791460386,0.049609865286494116,5.983261045450159
398,3,4,2,7,2.621046316552925e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
399,3,4,3,1,-5.058667653799862e-43,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
400,3,4,3,2,-2.748333770962597e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
401,3,4,3,3,-8.51971555742193e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
402,3,4,3,4,1.5048234267371918e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
403,3,4,3,5,5.645224005832519e-26,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
404,3,4,3,6,1.5048351844432026e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
405,3,4,3,7,-4.665343780944505e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
406,3,4,4,1,-2.5989268005170517e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
407,3,4,4,2,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
408,3,4,4,3,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
409,3,4,4,4,-1.4419165362869348e-19,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
410,3,4,4,5,-2.5989268005170517e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
411,3,4,4,6,-4.8185704061504084e-42,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
412,3,4,4,7,-1.4231573523172995e-36,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
413,3,4,5,1,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
414,3,4,5,2,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
415,3,4,5,3,-8.37172718192076e-08,1.4319765095200432,0.02477544963825723,0.04960985811611404,5.983260961732865
416,3,4,5,4,-8.579170909135745e-14,1.4319765095200456,0.024775453791455362,0.04960986528648549,5.983261045450058
417,3,4,5,5,-8.519715557416871e-31,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
418,3,4,5,6,-8.284539447747868e-58,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
419,3,4,5,7,-7.003020603911869e-53,1.4319765095200456,0.02477545379145965,0.04960986528649284,5.983261045450144
