P1,P2,P3,P4,mean,variance,contained_before,ei,pi,ucb
1,1,1,1,0.1516921239962359,0.9975017089042512,False,0.0008504590202752221,0.0028338659997633603,2.1092422676519664
1,1,1,2,0.3639806349994709,0.9868641799338537,False,0.001611634998718383,0.0051205202190168385,2.3110649766842095
1,1,1,3,0.747361936669763,0.858402782726182,False,0.0030224223346276592,0.009662197201672674,2.563302500157704
1,1,1,4,1.1070857511520424,0.6240277495918862,False,0.0029941905282906134,0.011063503294635287,2.655396121469373
1,1,1,5,0.7737185417131693,0.8643200521484649,False,0.003375899597473739,0.010643857408175347,2.5959073113892264
1,1,1,6,0.21757046895844598,0.9913125341316551,False,0.0010252923164987826,0.003375684471321111,2.1690381809947397
1,1,1,7,-0.014450454539432634,0.9973554717125538,False,0.0004826444840949889,0.001678654788661978,1.9429561920547151
1,1,2,1,0.23877764916907082,0.993261929642273,False,0.001109805141460243,0.003627282106504397,2.1921631791947633
1,1,2,2,0.46288911511989944,0.9797290311020004,False,0.002129839861533707,0.0066248052253721455,2.402921858627453
1,1,2,3,0.599749746957776,0.9432572202068649,False,0.002776459428163496,0.008574328435014284,2.503329778673462
1,1,2,4,0.6981769777521856,0.8618192220643968,False,0.002621847483812771,0.008480463062462362,2.517727670500971
1,1,2,5,0.4281492580004632,0.9491704355516585,False,0.0016589989894806798,0.005352189274239991,2.337686674553292
1,1,2,6,-0.015463628055889257,0.9788860778438948,False,0.0004328368234137398,0.0015305283353377812,1.9237343393123487
1,1,2,7,-0.22233715330851558,0.9498146746217067,False,0.00016835846160125935,0.0006436669854621829,1.6878481921558317
1,1,3,1,0.13968378515242819,0.9975181004216289,False,0.000817118491898812,0.0027312821440683937,2.0972500125326743
1,1,3,2,0.24660442080687595,0.9932083249080321,False,0.001138232891010357,0.0037126135512691553,2.199937239598056
1,1,3,3,0.21742588255946713,0.9951840304894335,False,0.0010446996052286429,0.0034282337768014176,2.172700536291829
1,1,3,4,0.15256157948971044,0.9929415084136789,False,0.0008331877419596794,0.002786660272787572,2.1056320080001596
1,1,3,5,-0.024412375255776643,0.9931564602289376,False,0.0004552384514079121,0.0015931698540919458,1.9288694419983254
1,1,3,6,-0.3271671133703159,0.9473474839460353,False,0.00011020038957018359,0.0004331692858789425,1.5805357183954412
1,1,3,7,-0.45057595546096957,0.864656642626618,False,3.3654021134746446e-05,0.00014785752270145836,1.371967585394616
1,1,4,1,0.015223407967983252,0.9998537471090068,False,0.0005423204252537747,0.0018680025019211992,1.975080074893899
1,1,4,2,0.019462163907088548,0.9995352325666879,False,0.0005493319589435965,0.001890637511152686,1.9790066388879928
1,1,4,3,-0.011241484000244002,0.9995256192057099,False,0.000494013767245882,0.0017135594976333346,1.9482935676741717
1,1,4,4,-0.04118657098894267,0.999490822784349,False,0.00044501306067035607,0.0015553416829466832,1.9183143718044908
1,1,4,5,-0.16172627522750005,0.9928687771775092,False,0.00027870632008092627,0.0010095845414486858,1.7912726224693523
1,1,4,6,-0.35646272518641636,0.9677335739612957,False,0.00011374174944556018,0.0004417876754829971,1.5716569022562674
1,1,4,7,-0.3607253422947991,0.94746489961136,False,9.661421931445643e-05,0.00038278690072004703,1.5470957075804246
1,1,5,1,-0.041844627803821074,0.9998304697056323,False,0.00044484628970124177,0.0015545556256175862,1.917989225465674
1,1,5,2,-0.12970945638946577,0.9975025364178187,False,0.00032163842360073995,0.0011512290156300892,1.8278414992443057
1,1,5,3,-0.20505549665965364,0.9932598389354537,False,0.00023860551987408803,0.0008732393207145717,1.748327977534402
1,1,5,4,-0.14172473618478576,0.997398513334062,False,0.0003078873462676072,0.0011053855588024058,1.8157241466277725
1,1,5,5,-0.11548567726119485,0.9973994807203566,False,0.00033820059516684276,0.0012063637499055188,1.841964154825268
1,1,5,6,-0.16697780101397597,0.9928901983528199,False,0.0002734871355070641,0.000991939201106405,1.7860421645757751
