P1,P2,P3,P4,mean,variance,contained_before,ei,pi,ucb
2,2,5,6,-0.6627494228817346,0.9474652407260373,False,4.398136438850625e-05,0.00018236058929913218,1.2450719704287463
2,2,5,7,-0.5497307918116863,0.9677325766155501,False,8.136901663040666e-05,0.0003224787616326305,1.3783878420711713
2,2,6,1,-0.40995653187865183,0.99078779252926,False,0.00016391548508097598,0.0006154661405071325,1.5409946166077488
2,2,6,2,-0.847520435743149,0.9477463448670523,False,2.016255553261389e-05,8.71408704024883e-05,1.0605839530263093
2,2,6,3,-1.1779077438029566,0.8645457701722621,False,1.805773539579227e-06,9.118777959472982e-06,0.6445189435273628
2,2,6,4,-0.7112028290383787,0.9501707471101857,False,3.6751174636913994e-05,0.00015368586162340915,1.1993405340126904
2,2,6,5,-0.22624893224538953,0.9966071326772789,False,0.0003331999117166199,0.0011901962795401815,1.730423232654248
2,2,6,6,-0.138282931816716,0.9975051513052173,False,0.00045697207951381387,0.001595560930632441,1.8192705896110184
2,2,6,7,-0.08905008202300708,0.9990378671528137,False,0.0005466922313420771,0.0018826562637681446,1.8700068008811745
2,3,1,1,0.5387414878070301,0.9370831390830971,False,0.0031236124504803627,0.009567319359187157,2.436081359074597
2,3,1,2,0.6366504375077848,0.8432241768728833,False,0.002789228837611603,0.009058249695486104,2.4364643161838186
2,3,1,3,0.2725895754103992,0.4944541369702703,False,2.7072176914848278e-05,0.00015675747205301199,1.6508112602583016
2,3,1,4,1.0018700016203057,1.0199999836477024e-08,True,0.0,0.0,1.002067951915511
2,3,1,5,1.732149076038295,1.0199999725454722e-08,True,0.0,0.0,1.7323470263324228
2,3,1,6,0.9388351536646078,0.5420682622246498,False,0.0013147952804266252,0.005589714357459086,2.38189074377963
2,3,1,7,0.07714588294124966,0.9668992198710296,False,0.0008111899820659463,0.0027522778529736006,2.004434144477792
2,3,2,1,0.8634931798351794,0.8303066693132164,False,0.005384235019132426,0.01647901545964448,2.6494680119181098
2,3,2,2,0.9671639567670643,0.6260013007611213,False,0.002691519258020608,0.010035026791796147,2.517920738794447
2,3,2,3,-0.014345909901550227,0.5266764459483833,False,8.497270686913527e-06,5.069024649812876e-05,1.4080746449117263
2,3,2,4,0.23316654310097043,0.5485299849009269,False,4.785634349886508e-05,0.0002555698748630724,1.684797622265164
2,3,2,5,0.8568794993282844,0.6254521260797128,False,0.001762870302645523,0.006840998447889053,2.406955912782739
2,3,2,6,0.19312653693325285,0.78401271705115,False,0.0004008445928253661,0.0015798975847864704,1.9285985919729467
2,3,2,7,-0.5338784578982849,0.8539446548241557,False,3.399519386116734e-05,0.00015015725197023452,1.2773404095974343
2,3,3,1,0.27943004407028693,0.9311030760045014,False,0.0013288125151516544,0.004407545727418131,2.1707062208300147
2,3,3,2,0.4218964722570108,0.8613177339729059,False,0.0014957322167153102,0.005089732692309639,2.2409176944615004
2,3,3,3,-0.14844262000077668,0.8479829674622541,False,0.00016488570327461436,0.0006656328237439568,1.6564427968063389
2,3,3,4,-0.19862402158614667,0.9240776976230708,False,0.00023342527642823642,0.0008848470364176381,1.6855035970184926
2,3,3,5,-0.0631727157310521,0.9715072058756977,False,0.0005127966540536986,0.0017973877746737931,1.8687025602875837
2,3,3,6,-0.6361650137039861,0.8570895831123937,False,2.2182332911418253e-05,0.00010005575167516912,1.178385989294985
2,3,3,7,-1.1175852563002875,0.6291845392831292,False,5.6154620889541415e-08,3.76084967342451e-07,0.43710935233192516
2,3,4,1,-1.030737964930751,0.861677441576718,False,3.631671375061305e-06,1.7823093219021666e-05,0.788663051767085
2,3,4,2,-0.587898107046235,0.9434576644915553,False,5.797211609227652e-05,0.00023713940568362068,1.3158841714485405
2,3,4,3,-0.22465116785623207,0.9895740871459584,False,0.0003213276116071006,0.0011544735780782966,1.7251046663906906
2,3,4,4,-0.1292973249458415,0.9962256679657423,False,0.0004681325273392604,0.0016326508104913245,1.8270003328908169
2,3,4,5,-0.20859748217509014,0.9953212395994641,False,0.00035215939652842457,0.001253835844408556,1.7468119568031768
2,3,4,6,-0.5749784468801844,0.9474469853833933,False,6.304713841607244e-05,0.00025615210126340613,1.3328245668109158
2,3,4,7,-0.7655198465600216,0.8646549530076084,False,1.3250136910578845e-05,6.109715052386662e-05,1.0570219135854155
2,3,5,1,-1.8996410111807767,0.6320712320650927,False,2.0561647931464032e-10,1.6120892783166792e-09,-0.34138402175276195
2,3,5,2,-1.2287706794024593,0.8637302745010149,False,1.3806609958948668e-06,7.05335233032844e-06,0.5927962895896497
2,3,5,3,-0.41439754183880784,0.990733992930297,False,0.00016114606792627596,0.000605739993951035,1.5365006377802692
2,3,5,4,-0.13767227690176767,0.998973118886261,False,0.00046175882570672396,0.0016099623942797234,1.8213211211252547
2,3,5,5,-0.11139792026956881,0.9989915692785811,False,0.0005059561241453651,0.0017523582771433019,1.8476135683492696
2,3,5,6,-0.20369972443270026,0.9956330533095117,False,0.000359007892978702,0.001276312700876933,1.752015985376325
2,3,5,7,-0.21489124849147517,0.9928898412326158,False,0.00033942190805753966,0.0012129714114429554,1.7381283658696343
2,3,6,1,-1.1796351225454007,0.8645450105814336,False,1.7900709781556393e-06,9.042797727829038e-06,0.642790764191735
2,3,6,2,-0.8489932226753489,0.9477462454044174,False,2.003458467163407e-05,8.66161165320046e-05,1.0591110659696952
2,3,6,3,-0.41021004109340786,0.9907877586281634,False,0.00016375949160404423,0.0006149177512021494,1.5407410740158234
